어휘,품사,뜻풀이
가격변동증거금,품사 없음,위탁자 계좌별로 보유하고 있는 포트폴리오에 대하여 증거금 평가 구간 내에서 기초 자산 가격의 변동에 따라 예상되는 종목별 손익을 산출하고l 이를 바탕으로 추정한 전체 포트폴리오의 각 평가 포인트별 평가 손익 중 가장 적은 금액.
가격변동충당금,품사 없음,재고 자산l 유가 증권 따위의 가격이 떨어질 것을 예상하고 그 손실에 대비하여 설정하는 준비금.
가격변동폭,품사 없음,선물 거래에서l 급격한 가격 변동 시에 투자자를 보호하고 거래의 안정성을 확보하기 위하여 정해 놓은l 개별 상품에 대한 가격 변동의 상한선과 하한선. 또는 그 폭.
가격보상보장제도,품사 없음,고객을 유지하거나 확보하기 위하여 경쟁자가 제시하는 상품 가격 이하로 가격을 책정하는 제도.
가격보조,품사 없음,특정 집단의 구매자들에게 가격 할인을 통해 보조하는 일.
가격보호,품사 없음,선적 이전에 가격이 오르더라도l 가격을 깎아 주거나 최초의 낮은 가격을 그대로 유지하려는 정책.
가격복원력,품사 없음,주식 시장에서 주가가 급등하거나 급락할 경우 기존 가격으로 복원하려는 힘.
가격분리,품사 없음,컴퓨터의 소프트웨어와 하드웨어의 가격을 따로 산정하는 방식.
가격분리방식,품사 없음,컴퓨터의 소프트웨어와 하드웨어의 가격을 따로 산정하는 방식.
가격분산,품사 없음,여러 판매자가 동일한 제품을 서로 다른 가격으로 판매하여l 시장에서 그 제품의 가격이 다양하게 나타나는 일.
가격분석,품사 없음,경제 현상을 수요l 공급 및 가격 따위의 개념으로 분석하는 경제 이론.
가격분할,품사 없음,공유물 분할 방법의 하나. 협의에 의하여 공유자 한 사람이 공유물을 차지하고l 다른 공유자에게는 제 몫에 해당하는 돈을 주어 단독 소유가 되는 방법이다.
가격불안,품사 없음,제품이나 서비스l 부동산 따위의 가격이 인상되었거나 인상이 예상되는 상황.
가격비,명사,가격의 비율.
가격 비교 사이트,품사 없음,각 인터넷 상점별로 판매하는 상품의 가격을 비교하여 구매에 도움을 주는 사이트.
가격비용격차율,품사 없음,가격과 한계 비용의 차이를 가격으로 나눈 값. 이 값이 시장 지배력을 나타내는데l 0인 경우 시장 지배력은 없으며 이 값이 클수록 시장 지배력은 크다.
가격비탄력적수요,품사 없음,가격의 하락이나 상승에 별다른 영향을 받지 않는 수요.
가격사정,품사 없음,교육부 장관이 교과용 도서의 가격을 정하는 일.
가격산정,품사 없음,주식을 매도하는 가격을 결정하거나l 채권을 새로 발행할 때의 수익률을 결정하는 일.
가격상승률,품사 없음,일정한 기간 동안에 가격이 올라간 비율.
가격상품공간,품사 없음,가격을 와이축에 두고 수요량을 엑스축에 두어 가격과 수요량의 관계를 나타낸 좌표 평면. 소비자 후생을 용이하게 측정한다는 면에서 볼 때l 개별 상품의 수요량을 엑스축과 와이축으로 둔 그래프에서는 측정하기 어려운 효용 증가를 계량적으로 측정할 수 있다.
가격상한,품사 없음,판매 가격이 일정한 수준 이상으로 오르지 못하도록 정부에서 정해 놓은 한계.
가격상한규제방식,품사 없음,요금 인상률의 상한선을 물가 인상률을 감안하여 정해 놓은 뒤l 이 범위 안에서 사업자가 자유롭게 결정할 수 있도록 하는 공공 서비스 요금 결정 방식. 미국 에이티앤드티(AT&T) 등이 전화의 통신 요금 설정에 이용하고 있다.
가격상한제,품사 없음,재화와 서비스의 가격을 일정 수준 이상으로 올리지 못하도록 통제하는 제도.
가격선,명사,재화를 구입하는 사람과 파는 사람 사이에 형성되는 가격.
가격선도,품사 없음,어떤 산업에서 한 기업이 다른 기업보다 먼저 가격을 결정하는 일. 이런 경우에 다른 기업은 그 가격을 관찰한 후 자기 기업의 상품 가격을 결정한다.
가격선도모형,품사 없음,선도 기업이 먼저 가격 조건을 결정한 후 추종 기업이 이를 따르는 상황을 가정하는 과점 모형.
가격선도성,품사 없음,어떤 산업에서 한 기업이 다른 기업보다 먼저 가격을 결정하는 특성.
가격선도자,품사 없음,어떤 산업에서 다른 기업보다 먼저 가격을 결정하는 기업.
가격선도제,품사 없음,한 기업이 가격을 결정하거나 변경하면 다른 기업들은 그 결과에 수동적으로 따라가도록 되어 있는 가격 체제. 소수의 대기업들로 이루어진 과점 시장에서 흔히 볼 수 있다.
가격설정자,품사 없음,불완전 경쟁하에서 제품 가격을 설정하는 기업. 가장 단순한 불완전 경쟁 시장의 구조는 순수 독점이며l 독점 기업은 자사의 제품을 더 많이 팔기 위하여 제품 가격을 인하해야 한다.
가격세분화,품사 없음,제품이나 서비스의 특성에 따라 가격을 다르게 설정하는 판매 전략.
가격소구,명사,가격에 초점을 맞추어 소비자에게 구매를 호소하는 방식으로 상품 광고를 하는 일.
가격소비곡선,품사 없음,가격의 변화에 따른 소비자의 균형 소비점을 연결한 곡선.
가격수용자,품사 없음,시장에서 차지하는 비중이 무시할 정도로 작아 개별적으로는 시장 가격에 전혀 영향을 주지 못하고 시장에서 결정된 가격을 그대로 받아들이는 개별 경제 주체. 완전 경쟁 시장의 개별 소비자와 개별 생산자가 이에 해당한다.
가격수용적인생산자,품사 없음,시장에서 차지하는 비중이 무시할 정도로 작아 개별적으로는 시장 가격에 전혀 영향을 주지 못하고 시장에서 결정된 가격을 그대로 받아들이는 개별 경제 주체. 완전 경쟁 시장의 개별 소비자와 개별 생산자가 이에 해당한다.
가격수정요인,품사 없음,국민 총생산 따위의 경제량을 비교할 때 기준시에서 가격 변동에 의한 영향을 제거하기 위한 지수. 인구ㆍ고용ㆍ물가 디플레이터 따위가 있다.
가격수정인자,품사 없음,국민 총생산 따위의 경제량을 비교할 때 기준시에서 가격 변동에 의한 영향을 제거하기 위한 지수. 인구ㆍ고용ㆍ물가 디플레이터 따위가 있다.
가격수준,품사 없음,개별 재화나 용역 가격의 높고 낮은 정도.
가격수준조정저당,품사 없음,인플레이션이 발생하면 이자율은 그대로 두면서l 인플레이션율에 따라 대출 잔액을 조정하여 적용하는 저당.
가격수취자,품사 없음,시장에서 차지하는 비중이 무시할 정도로 작아 개별적으로는 시장 가격에 전혀 영향을 주지 못하고 시장에서 결정된 가격을 그대로 받아들이는 개별 경제 주체. 완전 경쟁 시장의 개별 소비자와 개별 생산자가 이에 해당한다.
가격순응기업,품사 없음,기업에서 스스로 가격을 결정하지 않고 시장에서 결정된 가격을 그대로 받아들이는 기업.
가격순응자,품사 없음,시장에서 차지하는 비중이 무시할 정도로 작아 개별적으로는 시장 가격에 전혀 영향을 주지 못하고 시장에서 결정된 가격을 그대로 받아들이는 개별 경제 주체. 완전 경쟁 시장의 개별 소비자와 개별 생산자가 이에 해당한다.
가격스프레드,품사 없음,기초 자산이 동일하고 행사 가격만 서로 다른 두 개의 옵션에 대하여 매수와 매도를 동시에 취하는 옵션 스프레드 전략. 동일한 종류의 옵션을 매수ㆍ매도하므로 이익과 손실이 일정 수준에서 제한되는 형태를 보인다.
가격시점,명사,재산의 감정이나 평가에서l 대상의 가격 조사를 끝낸 날짜.
가격신고,품사 없음,납세 의무자가 수입을 신고하기 위하여l 대통령령이 정한 대로 세관장에게 물품에 해당하는 금액을 신고하는 일.
가격신축성,품사 없음,수요와 공급이 일치하지 않을 때 이를 일치시키기 위하여 가격이 얼마나 빠르게 반응하는가를 나타내는 시장의 특성.
가격신축성가정,품사 없음,수요나 공급의 변화에 가격이 즉각적으로 조정된다는 가정.
가격신호,품사 없음,다른 기업이 따라 줄 것을 기대하면서 가격 인상을 발표하는 일. 묵시적 담합의 한 형태이다.
가격 싸움,품사 없음,비슷한 기능을 갖는 서로 다른 회사가 제품을 판매할 때 제품의 가격으로 경쟁하는 일.
가격안정정책,품사 없음,채권 가격을 안정시키는 정책. 주간사 회사는 발행 가격 이하로 거래되는 채권을 매입하여 가격을 안정시켜야 한다.
가격안정조치,품사 없음,채권 가격을 안정시키는 일. 채권은 일정 기간에 발행 가격으로 투자가에게 판매되어야 하며l 이를 위반하면 판매 회사는 판매 수수료를 주간사 은행에 반납하여야 하고 주간사 회사는 발행 가격 이하로 거래되는 채권을 매입하여 가격을 안정시켜야 한다.
가격안정화,품사 없음,시장의 가격이 동요하지 아니하고 일정한 상태를 유지해 감. 또는 그렇게 만듦.
가격약속,품사 없음,덤핑 수출로 인한 제품 수입국의 덤핑 피해가 없어졌다고 확신할 수 있을 만큼 수출업자가 해당 물품의 가격을 올리거나 해당 지역에 수출하지 않겠다는 약속.
가격에스컬레이션,품사 없음,국제 마케팅에서l 제품 생산과 관련된 원가 요소들의 가격이 급격하게 상승하여 제품의 가격 상승으로 이어지는 현상.
가격엔지니어링,품사 없음,투입과 산출의 관계를 분석하여 원가 함수를 추정함으로써 기업 경영상의 이익 극대화를 꾀하려는 응용과학.
가격역지정거래완료,품사 없음,특정한 역지정 가격에 주문이 이루어진 상태. 역지정 거래는 주가가 내려갈 때에 사서 오를 때에 파는 주식 매매와는 반대로l 주가가 일정한 가격 이상이 되면 사고 이하가 되면 파는 것이다.
가격역지정주문,품사 없음,유가 증권의 매매를 증권업자에게 위탁할 때l 자기가 지정한 가격보다 시세가 오르면 사들이고 내리면 팔도록 하는 주문 방법.
가격연동제,품사 없음,어떤 상품의 가격이 생산비의 증감에 따라 수시로 오르내리도록 해 놓은 제도.
가격연속성,품사 없음,주식 거래에서l 1호가 단위 이하로 거래된 건수가 전체 거래 건수에서 차지하는 비율.
가격열위,품사 없음,특정 상품의 가격이 경쟁 상품보다 높게 책정되어 판매에 불리한 상황.
가격우선의원칙,품사 없음,증권 거래소에서l 매매 주문의 순서를 가격에 따라 정하는 원칙. 가장 낮은 가격의 매도 주문이나 가장 높은 가격의 매입 주문 따위에 대하여 우선적으로 거래를 성립시킨다.
가격위험,품사 없음,시장에서 가격의 변동 때문에 손해를 입는 위험.
가격유지제도,품사 없음,생산 과잉이나 수입 압박 때문에 어떤 물품의 가격이 갑자기 떨어지는 경우에 정부가 그 물품을 사 주든지 또는 생산자에게 융자를 해 줌으로써 가격을 안정시키는 제도.
가격의매개변수적기능,품사 없음,시장 수요량과 시장 공급량이 같아지도록 유도하는l 경쟁 시장의 가격 기능.
가격의배분기능,품사 없음,소비 과정에서 그 재화가 가장 필요한 사람에게 자원을 배분함으로써 자원의 효율적 활용을 높이는 가격의 기능.
가격의식형중개의뢰인,품사 없음,중개를 맡길 때l 가격을 가장 중요한 선택 기준으로 삼는 의뢰인.
가격의왜곡,품사 없음,정부의 세금이나 무역의 관세 따위로 가격이 자원을 효율적으로 배분하는 기능을 제대로 하지 못하는 상태.
가격의일원화,품사 없음,국가의 가격 통제 기관이 직접 가격을 정하고 가격의 표준과 기준 가격l 가격 제정 방법과 절차를 일률적으로 규정하는 일.
가격의파라미터적기능,품사 없음,시장 수요량과 시장 공급량이 같아지도록 유도하는l 경쟁 시장의 가격 기능.
가격의하향경직성,품사 없음,가격이 일단 오르면 이전 수준으로 떨어지지 않는 경향.
가격의할당기능,품사 없음,희소한 자원을 사용하려는 사람 중에 가장 높은 가치를 부여하는 사람에게 희소한 자원이 돌아가도록 하는 가격의 기능.
가격인덱세이션,품사 없음,임금l 금리 따위를 일정한 방식에 따라 물가의 변동에 알맞게 조절하는 정책.
